id,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,created_at
746,4697353.84,6371096.42,1924331.16,7783612.24,762403.93,5096877.15,39.74,53.90,16.28,6.45,65.85,61.85,40.15,-2.00,0.90,0.8672,10335527.00,41.04,2.4,71.60,100.00,100.00,96.56,2025-09-10 19:52:45
747,4918571.44,5320153.04,3882490.91,8548869.10,420857.52,4245520.67,30.62,33.12,24.17,2.62,53.22,41.89,38.58,19.53,1.94,0.2386,18128623.00,37.94,6.6,86.69,78.89,60.25,81.25,2025-09-10 19:52:45
748,2001553.99,5088653.71,2079996.69,7681058.34,497225.49,5103836.16,15.82,40.22,16.44,3.93,60.71,48.58,51.30,0.12,1.29,0.1278,10949651.00,38.75,1.7,86.25,55.49,65.77,77.90,2025-09-10 19:52:45
749,4300490.27,2994205.45,2056471.77,9381698.35,851593.03,6473633.55,39.44,27.46,18.86,7.81,86.04,49.06,42.05,8.89,1.50,0.1000,15487125.00,95.00,1.4,75.80,54.15,100.00,68.80,2025-09-10 19:52:45
750,-1140865.86,8581476.38,5381639.12,19777784.00,722409.58,13673735.30,-5.48,41.22,25.85,3.47,95.00,50.77,41.93,7.30,1.41,0.1000,13288820.00,27.13,0.0,100.00,78.19,77.02,64.95,2025-09-10 19:52:45
751,1898824.87,3562523.20,2515141.38,9207341.21,356252.32,6335947.51,10.66,20.00,14.12,2.00,51.69,46.81,43.67,9.52,1.57,0.1000,3852897.00,72.71,0.0,82.42,71.72,56.30,73.68,2025-09-10 19:52:45
752,4571296.68,5830715.04,2310776.40,4966309.78,762887.90,1892645.48,45.48,58.01,22.99,7.59,49.41,51.38,38.53,10.09,1.47,0.3466,1000000.00,60.76,2.2,84.36,78.94,100.00,75.76,2025-09-10 19:52:45
753,1541500.00,2437500.00,372500.00,3569000.00,318000.00,2878500.00,30.83,48.75,7.45,6.36,71.38,48.81,53.35,-2.16,1.23,0.4422,5141485.00,42.63,5.3,96.24,38.56,50.75,96.70,2025-09-10 19:52:45
754,4800635.58,5489251.34,983736.80,11187054.89,2012725.49,8190592.60,24.40,27.90,5.00,10.23,56.86,55.33,44.07,0.60,1.13,0.1000,13510112.00,15.94,2.4,78.15,30.97,65.28,92.42,2025-09-10 19:52:45
755,507552.09,2977199.50,2399337.16,8956866.23,449326.42,6108202.65,4.62,27.10,21.84,4.09,81.53,49.21,51.56,-0.77,1.25,0.6460,1000000.00,74.25,0.0,66.72,34.34,41.59,45.32,2025-09-10 19:52:45
756,1512388.68,5163786.58,1825698.95,7047814.58,1108251.76,4113863.87,18.15,61.97,21.91,13.30,84.58,51.47,48.74,-0.21,1.21,0.3781,1000000.00,79.29,3.1,90.56,78.17,69.64,100.00,2025-09-10 19:52:45
757,1882500.00,2856000.00,398500.00,3824500.00,293000.00,3133000.00,37.65,57.12,7.97,5.86,76.49,44.91,50.66,4.43,1.49,1.2954,6424235.00,92.91,0.0,57.37,58.03,100.00,41.24,2025-09-10 19:52:45
758,6671065.50,6169089.76,927146.44,13029424.80,1142474.83,10959803.53,48.64,44.98,6.76,8.33,95.00,47.67,53.73,-1.40,1.27,0.5210,14417958.00,21.70,0.0,54.61,90.92,85.43,93.56,2025-09-10 19:52:45
759,4421422.18,9512932.86,5137990.82,14209362.46,1016752.80,8054618.84,22.83,49.12,26.53,5.25,73.37,59.73,27.29,12.98,1.33,0.5697,10894090.00,88.69,4.2,83.66,81.62,69.38,64.36,2025-09-10 19:52:45
760,524500.00,2424500.00,1020500.00,3427500.00,381500.00,2025500.00,10.49,48.49,20.41,7.63,68.55,44.08,38.63,17.29,1.83,0.6615,1000000.00,78.49,8.5,83.46,100.00,62.06,60.27,2025-09-10 19:52:45
761,1562000.00,1817000.00,1552500.00,3220500.00,673000.00,995000.00,31.24,36.34,31.05,13.46,64.41,57.31,32.32,10.37,1.33,0.7905,2811810.00,95.00,0.6,77.93,58.39,66.54,84.37,2025-09-10 19:52:45
762,287624.04,5801749.83,1330261.21,8109400.15,1571279.50,5207859.44,2.16,43.57,9.99,11.80,60.90,49.95,49.62,0.43,1.26,0.9390,8687936.00,67.65,3.1,82.26,50.19,74.79,93.20,2025-09-10 19:52:45
763,2138809.96,4788894.72,545038.23,4263149.88,434790.30,3283321.35,31.04,69.50,7.91,6.31,61.87,55.77,44.19,0.04,1.11,0.5008,7513057.00,25.89,7.1,73.38,87.79,40.59,86.32,2025-09-10 19:52:45
764,3468428.30,9454352.90,687089.60,6182432.22,1625653.99,3869688.63,25.24,68.80,5.00,11.83,44.99,50.38,44.32,5.30,1.37,1.1010,5427144.00,44.07,9.4,66.43,88.95,20.00,92.99,2025-09-10 19:52:45
765,1363000.00,2810000.00,280000.00,4577000.00,100000.00,4197000.00,27.26,56.20,5.60,2.00,91.54,47.79,52.19,0.02,1.31,0.6407,1000000.00,95.00,0.0,94.05,46.47,81.34,70.10,2025-09-10 19:52:45
766,1349500.00,2571000.00,1612500.00,2865000.00,373000.00,879500.00,26.99,51.42,32.25,7.46,57.30,50.47,44.82,4.71,1.36,0.2144,1741620.00,78.87,0.8,71.57,93.07,60.21,81.54,2025-09-10 19:52:45
767,1014500.00,1000000.00,1069000.00,4009500.00,606500.00,2334000.00,20.29,20.00,21.38,12.13,80.19,48.79,43.68,7.53,1.47,0.9219,1000000.00,62.24,0.2,67.73,75.48,100.00,77.44,2025-09-10 19:52:45
768,3310332.09,8289214.31,3062280.25,10941049.07,3747545.76,4131223.06,18.55,46.45,17.16,21.00,61.31,54.83,41.71,3.46,1.22,0.1140,6635042.00,15.30,0.0,86.75,100.00,69.35,100.00,2025-09-10 19:52:45
769,2219092.32,14389105.13,5947085.08,19556008.40,1902079.13,11706844.19,10.78,69.90,28.89,9.24,95.00,57.82,42.28,-0.10,1.05,0.7086,16270479.00,10.00,1.3,56.70,23.40,41.87,80.14,2025-09-10 19:52:45
770,3330000.00,2051500.00,250000.00,4072500.00,381000.00,3441500.00,66.60,41.03,5.00,7.62,81.45,49.06,30.89,20.05,1.77,0.3200,14170890.00,70.50,0.0,83.10,79.12,100.00,75.47,2025-09-10 19:52:45
771,4624578.16,19728837.48,8131285.14,11554224.00,5002978.99,0.00,16.01,68.30,28.15,17.32,40.00,47.04,53.67,-0.71,1.31,0.7835,21003275.00,60.46,4.5,78.05,100.00,78.15,74.33,2025-09-10 19:52:45
772,6808294.64,9017248.33,1877837.43,10000013.49,1710011.38,6412164.68,45.03,59.64,12.42,11.31,66.14,51.28,45.03,3.69,1.31,0.1296,13434778.00,81.45,8.8,78.39,61.18,82.39,49.68,2025-09-10 19:52:45
773,2722413.92,11631245.15,2952696.97,9156678.23,2412117.28,3791863.98,13.95,59.60,15.13,12.36,46.92,42.98,27.80,29.22,2.16,0.9129,14378074.00,73.38,0.0,72.47,93.30,54.05,53.84,2025-09-10 19:52:45
774,581815.16,6492266.10,1600403.75,7543818.72,2394836.92,3548578.05,3.53,39.39,9.71,14.53,45.77,53.56,42.70,3.74,1.25,0.9306,9963927.00,10.00,5.0,48.48,89.17,100.00,65.70,2025-09-10 19:52:45
775,3286416.78,3689847.60,843366.99,6024317.40,1239309.55,3941640.86,35.11,39.42,9.01,13.24,64.36,49.74,51.69,-1.43,1.22,0.1000,9173478.00,90.68,8.2,57.65,68.87,97.94,100.00,2025-09-10 19:52:45
776,3101483.50,5969772.75,2888277.33,8212879.32,809517.18,4515084.81,27.93,53.76,26.01,7.29,73.96,36.79,28.14,35.07,2.46,1.0463,4494516.00,53.45,5.1,99.82,77.08,38.68,85.62,2025-09-10 19:52:45
777,2431806.90,6439290.08,1610317.39,8376223.78,1350014.09,5415892.30,24.57,65.06,16.27,13.64,84.63,49.98,48.73,1.29,1.28,1.2082,9989508.00,35.85,1.5,87.48,46.85,79.29,63.23,2025-09-10 19:52:45
778,5321748.99,11458603.52,4787654.14,16581376.00,3246458.88,8547262.98,30.49,65.65,27.43,18.60,95.00,45.82,53.18,1.00,1.38,0.8148,12339185.00,72.32,0.5,90.17,78.20,57.87,69.69,2025-09-10 19:52:45
779,4106095.49,6953199.84,3047353.34,8481833.17,2129380.28,3305099.55,20.71,35.07,15.37,10.74,42.78,47.81,48.22,3.97,1.40,0.6916,15401604.00,39.28,0.0,100.00,95.83,58.25,100.00,2025-09-10 19:52:45
780,373483.89,17961401.89,4398810.30,22189337.21,1215653.46,16574873.45,1.53,73.58,18.02,4.98,90.90,49.99,53.56,-3.55,1.16,0.5175,12977909.00,95.00,0.0,94.01,77.77,100.00,81.19,2025-09-10 19:52:45
781,1821767.11,1292950.40,1485600.01,3857517.52,1166241.26,1205676.25,28.18,20.00,22.98,18.04,59.67,46.49,52.50,1.01,1.36,0.1471,10191564.00,95.00,1.8,97.32,55.43,65.68,80.45,2025-09-10 19:52:45
782,-351205.49,14720682.94,1361261.60,25523655.00,2556449.28,21605944.12,-1.29,54.07,5.00,9.39,93.75,55.51,45.08,-0.59,1.10,0.7915,21479814.00,82.50,0.0,60.31,45.55,53.14,88.57,2025-09-10 19:52:45
783,4452807.84,17775680.00,7714645.12,21108620.00,3828437.08,9565537.80,20.04,80.00,34.72,17.23,95.00,60.74,41.75,-2.49,0.92,0.4018,16536585.00,24.13,1.9,100.00,78.43,78.22,79.05,2025-09-10 19:52:45
784,4011104.35,13432098.43,5533390.94,16165233.78,3812428.50,6819414.34,14.94,50.03,20.61,14.20,60.21,57.95,41.39,0.66,1.07,0.3862,21960391.00,81.81,0.0,58.80,35.67,77.54,65.90,2025-09-10 19:52:45
785,5071609.45,12937779.20,2053872.45,13350170.91,2506694.72,8789603.74,31.36,80.00,12.70,15.50,82.55,49.60,53.28,-2.88,1.19,0.8137,18856318.00,30.19,6.3,92.15,65.89,55.26,64.91,2025-09-10 19:52:45
786,384594.74,1568386.36,250061.60,3038248.44,596146.85,2192039.99,7.69,31.36,5.00,11.92,60.75,52.26,43.12,4.62,1.31,0.6686,1000000.00,77.76,2.2,76.86,60.53,100.00,78.99,2025-09-10 19:52:45
787,3106729.72,14912780.22,2017822.14,18563963.72,2841666.69,13704474.89,13.01,62.45,8.45,11.90,77.74,42.87,42.85,14.28,1.79,0.7795,8856699.00,12.07,3.6,47.24,99.41,51.33,100.00,2025-09-10 19:52:45
788,1836585.68,8531460.27,2247218.52,14704813.84,424493.86,12033101.46,10.60,49.24,12.97,2.45,84.87,57.58,42.75,-0.33,1.05,0.3770,8491725.00,41.83,2.1,80.99,55.06,100.00,90.25,2025-09-10 19:52:45
789,8312416.79,11654065.68,3784769.26,23070931.63,4024575.58,15261586.79,31.89,44.71,14.52,15.44,88.51,54.10,47.99,-2.09,1.10,0.4541,22259533.00,95.00,6.8,100.00,100.00,64.71,88.70,2025-09-10 19:52:45
790,542000.00,2196500.00,779500.00,4750000.00,236500.00,3734000.00,10.84,43.93,15.59,4.73,95.00,49.88,46.19,3.93,1.35,0.2576,1000000.00,67.25,2.0,73.47,63.83,93.04,68.98,2025-09-10 19:52:45
791,480500.00,2391000.00,421000.00,4750000.00,240500.00,4088500.00,9.61,47.82,8.42,4.81,95.00,43.63,44.45,11.92,1.71,0.1017,1000000.00,65.44,3.5,69.81,38.93,75.50,100.00,2025-09-10 19:52:45
792,2122085.54,1400254.40,1317639.39,4629941.17,572003.92,2740297.86,30.31,20.00,18.82,8.17,66.13,48.82,36.99,14.19,1.63,1.6446,1000000.00,68.17,0.0,100.00,76.78,81.45,82.27,2025-09-10 19:52:45
793,2835823.71,12878378.63,3575718.29,18510529.90,1474523.01,13460288.60,10.77,48.91,13.58,5.60,70.30,49.64,40.37,9.99,1.51,0.6231,11010151.00,45.92,2.8,94.96,100.00,54.67,67.13,2025-09-10 19:52:45
794,4678030.37,6806275.00,1641173.94,7036117.60,195610.72,5199332.94,47.83,69.59,16.78,2.00,71.94,47.51,50.40,2.09,1.36,0.7605,11174317.00,40.37,0.0,60.56,84.95,94.75,94.80,2025-09-10 19:52:45
795,7566276.70,8331192.40,1899339.20,10848680.18,345334.40,8604006.58,43.82,48.25,11.00,2.00,62.83,41.45,42.45,16.10,1.87,0.4396,12578170.00,24.08,3.7,50.77,56.29,76.02,97.28,2025-09-10 19:52:45
796,7611443.63,10596136.51,953576.00,18117944.00,2881706.67,14282661.33,39.91,55.56,5.00,15.11,95.00,65.91,33.26,0.83,0.87,0.1000,7473940.00,17.37,0.0,100.00,57.84,59.19,83.69,2025-09-10 19:52:45
797,6470696.13,7181514.70,2707260.73,7026577.54,1079829.20,3239487.61,54.71,60.72,22.89,9.13,59.41,57.45,46.16,-3.61,0.97,0.9545,12300928.00,85.67,0.0,86.82,91.69,20.00,89.24,2025-09-10 19:52:45
798,4020079.49,9657004.93,4665991.55,6485287.54,724413.09,1094882.90,29.19,70.12,33.88,5.26,47.09,41.90,52.87,5.23,1.58,0.5365,7141774.00,95.00,7.4,95.97,64.24,75.28,96.75,2025-09-10 19:52:45
799,3581912.66,12577213.69,4755816.81,21718384.46,1164642.58,15797925.07,15.47,54.32,20.54,5.03,93.80,56.97,43.54,-0.51,1.06,0.6066,15050081.00,45.92,3.0,100.00,39.40,67.04,86.69,2025-09-10 19:52:45
800,1210500.00,1874500.00,933500.00,4750000.00,385000.00,3431500.00,24.21,37.49,18.67,7.70,95.00,47.63,49.48,2.89,1.38,0.8658,2097335.00,39.91,0.0,44.51,48.81,94.40,75.66,2025-09-10 19:52:45
801,2000710.04,9397866.50,1271935.78,16974774.26,2852574.86,12850263.62,10.24,48.10,6.51,14.60,86.88,55.20,40.78,4.02,1.22,0.4927,24973053.00,95.00,3.4,47.67,100.00,96.09,46.54,2025-09-10 19:52:45
802,-25086.58,3657359.53,1260930.81,5738225.45,925562.83,3551731.81,-0.19,27.70,9.55,7.01,43.46,53.99,48.64,-2.63,1.08,0.6975,6526248.00,95.00,4.4,65.10,98.88,90.22,99.35,2025-09-10 19:52:45
803,3744821.93,8420607.44,6135133.80,17296212.84,2409182.76,8751896.28,17.86,40.16,29.26,11.49,82.49,43.79,42.05,14.16,1.76,0.1582,10326126.00,60.68,2.5,83.39,78.62,64.10,50.51,2025-09-10 19:52:45
804,1262138.25,4360863.88,1188644.76,4896316.47,798679.28,2908992.43,16.83,58.15,15.85,10.65,65.29,42.55,46.98,10.47,1.70,0.5392,9543922.00,81.44,0.0,56.49,86.67,79.25,57.20,2025-09-10 19:52:45
805,7333688.70,14968246.68,4307445.19,22319486.09,1441665.30,16570375.60,29.25,59.70,17.18,5.75,89.02,56.74,47.56,-4.30,0.97,0.7396,20968420.00,92.49,3.2,83.04,80.14,91.12,67.05,2025-09-10 19:52:45
806,2914982.31,4812239.29,3085464.21,12269531.20,2355749.99,6828317.00,22.57,37.26,23.89,18.24,95.00,49.44,45.76,4.80,1.38,1.0297,6530207.00,95.00,3.6,100.00,84.29,79.84,82.00,2025-09-10 19:52:45
807,6106854.89,11088521.30,1398684.53,17437668.00,1185761.42,14853222.05,33.27,60.41,7.62,6.46,95.00,49.60,43.17,7.23,1.44,0.7706,17280820.00,31.09,3.7,100.00,73.66,72.46,100.00,2025-09-10 19:52:45
808,-128430.12,3703237.05,1531048.85,9606977.60,1172051.27,6903877.48,-1.27,36.62,15.14,11.59,95.00,49.95,50.93,-0.88,1.23,0.8864,14832011.00,62.18,0.0,63.18,92.02,85.68,63.30,2025-09-10 19:52:45
809,1133500.00,2668000.00,1066000.00,2223500.00,320500.00,837000.00,22.67,53.36,21.32,6.41,44.47,48.89,51.54,-0.43,1.27,0.8783,1365785.00,39.13,5.9,100.00,100.00,60.59,88.82,2025-09-10 19:52:45
810,1220500.00,1615500.00,1066000.00,3852500.00,300500.00,2486000.00,24.41,32.31,21.32,6.01,77.05,47.68,46.38,5.94,1.46,0.8041,2216605.00,78.12,2.6,56.95,54.62,51.63,81.20,2025-09-10 19:52:45
811,5425526.67,4960343.08,2175702.42,10565159.25,2086865.27,6302591.56,33.59,30.71,13.47,12.92,65.41,56.48,42.93,0.59,1.10,0.9187,14700876.00,10.00,0.0,99.35,100.00,55.78,67.62,2025-09-10 19:52:45
812,2495500.00,2013000.00,935000.00,4179000.00,100000.00,3144000.00,49.91,40.26,18.70,2.00,83.58,48.88,41.41,9.71,1.52,0.1000,1000000.00,12.73,2.7,100.00,77.47,53.97,100.00,2025-09-10 19:52:45
813,2338634.83,3651490.32,295954.80,5417748.57,584806.68,4536987.09,39.51,61.69,5.00,9.88,91.53,51.00,32.71,16.29,1.63,0.6371,1000000.00,72.98,0.0,94.07,52.57,35.18,89.03,2025-09-10 19:52:45
814,5204421.68,6885157.00,2277028.36,11463245.68,573763.08,8612454.24,34.65,45.84,15.16,3.82,76.32,38.95,47.59,13.46,1.86,0.9312,16954652.00,72.33,0.0,70.33,71.63,20.00,49.89,2025-09-10 19:52:45
815,2946129.43,11802945.44,2040868.40,21525863.60,3604919.91,15880075.29,12.79,51.24,8.86,15.65,93.45,47.95,40.55,11.50,1.59,0.7108,20330134.00,70.59,4.6,72.50,47.78,33.84,61.59,2025-09-10 19:52:45
816,1321500.00,3259000.00,808000.00,4750000.00,793500.00,3148500.00,26.43,65.18,16.16,15.87,95.00,49.98,47.42,2.60,1.32,0.9570,1000000.00,95.00,0.0,92.43,100.00,87.69,89.76,2025-09-10 19:52:45
817,614500.00,1889000.00,491500.00,2000000.00,720500.00,788000.00,12.29,37.78,9.83,14.41,40.00,42.55,52.65,4.80,1.56,0.9270,10096390.00,95.00,1.3,100.00,39.47,57.73,84.24,2025-09-10 19:52:45
818,3225610.10,12685661.13,2228099.55,13026314.25,325983.84,10472230.86,19.79,77.83,13.67,2.00,79.92,45.56,50.04,4.40,1.47,0.6111,7472564.00,95.00,0.9,100.00,80.72,95.43,86.12,2025-09-10 19:52:45
819,6479851.24,14638494.77,2993128.81,20352128.00,2921385.55,14437613.64,22.58,51.01,10.43,10.18,70.92,45.57,47.31,7.12,1.54,0.8000,21813773.00,27.81,5.6,98.51,31.92,65.56,91.00,2025-09-10 19:52:45
820,2907077.92,2806507.80,1439785.78,7425856.33,960143.71,5025926.84,33.82,32.65,16.75,11.17,86.39,55.02,39.46,5.52,1.26,0.5795,1000000.00,95.00,4.5,74.30,57.69,68.03,64.33,2025-09-10 19:52:45
821,2318369.22,2864227.03,2010637.31,5054374.62,122115.84,2921621.47,37.97,46.91,32.93,2.00,82.78,55.04,44.65,0.31,1.13,0.6809,8774604.00,47.56,5.0,100.00,83.52,58.11,44.24,2025-09-10 19:52:45
822,1280964.69,3307526.56,2937992.40,6626805.08,808274.35,2880538.33,9.81,25.33,22.50,6.19,50.75,57.40,44.47,-1.87,1.02,0.6083,7310008.00,56.48,1.7,78.11,90.41,50.50,89.25,2025-09-10 19:52:45
823,470189.38,3181046.73,733355.08,2856726.33,447632.32,1675738.93,9.38,63.46,14.63,8.93,56.99,49.29,53.36,-2.65,1.20,0.5623,3482355.00,12.62,0.0,50.97,99.77,53.90,100.00,2025-09-10 19:52:45
824,833000.00,2277500.00,454000.00,3218000.00,429500.00,2334500.00,16.66,45.55,9.08,8.59,64.36,56.95,33.89,9.16,1.31,0.2490,5897210.00,77.90,0.0,99.86,68.93,66.64,67.85,2025-09-10 19:52:45
825,722591.45,6752753.18,3999951.85,7339291.85,1711241.68,1628098.32,4.78,44.67,26.46,11.32,48.55,49.16,51.53,-0.69,1.25,0.1995,9842922.00,62.06,1.2,76.49,78.38,55.46,79.88,2025-09-10 19:52:45
826,1059000.00,2417500.00,540500.00,3798000.00,487000.00,2770500.00,21.18,48.35,10.81,9.74,75.96,51.00,38.11,10.89,1.50,0.1000,12827460.00,92.11,6.7,100.00,64.88,95.93,85.74,2025-09-10 19:52:45
827,5280019.92,2893161.60,2369499.35,5786323.20,1449473.96,1967349.89,36.50,20.00,16.38,10.02,40.00,54.59,47.73,-2.32,1.08,1.1733,12781151.00,86.49,0.9,100.00,80.36,90.29,100.00,2025-09-10 19:52:45
828,5924950.12,15684844.80,980302.80,13296827.18,3276171.96,9040352.42,30.22,80.00,5.00,16.71,67.82,55.57,45.37,-0.94,1.09,0.8988,16901657.00,95.00,5.9,69.91,90.78,45.48,74.35,2025-09-10 19:52:45
829,1229175.98,7303925.92,623947.20,9679916.86,1285331.23,7770638.43,9.85,58.53,5.00,10.30,77.57,51.73,36.93,11.34,1.49,0.4485,14322103.00,74.40,1.3,57.78,38.78,56.14,100.00,2025-09-10 19:52:45
830,2160599.49,2559952.00,639988.00,9740617.36,921582.72,8179046.64,16.88,20.00,5.00,7.20,76.10,46.68,53.01,0.31,1.34,0.4258,4096670.00,38.57,0.0,97.61,100.00,76.97,63.18,2025-09-10 19:52:45
831,-987001.86,2271580.80,1818400.43,9221482.26,1302751.59,6100330.24,-8.69,20.00,16.01,11.47,81.19,49.94,48.00,2.06,1.30,1.1402,12895953.00,39.69,0.0,67.65,100.00,53.66,95.70,2025-09-10 19:52:45
832,2841663.36,20616382.26,3958849.56,23183045.94,3523433.40,15700762.98,9.92,71.97,13.82,12.30,80.93,41.90,53.46,4.64,1.57,0.3029,22439680.00,66.67,1.7,100.00,57.04,52.41,40.60,2025-09-10 19:52:45
833,1326000.00,2757500.00,250000.00,4750000.00,738000.00,3762000.00,26.52,55.15,5.00,14.76,95.00,51.51,48.47,0.02,1.21,0.1000,1000000.00,95.00,3.7,61.01,96.95,100.00,64.04,2025-09-10 19:52:45
834,-651259.66,4248950.24,1242544.99,6139679.28,343699.02,4553435.27,-8.47,55.26,16.16,4.47,79.85,50.88,52.53,-3.41,1.14,0.9946,2240997.00,77.26,4.4,64.12,15.88,81.17,95.46,2025-09-10 19:52:45
835,1264763.44,5445198.34,3411876.59,7461731.20,373086.56,3676768.05,6.78,29.19,18.29,2.00,40.00,53.19,44.37,2.44,1.23,0.3477,20173341.00,72.03,0.3,98.16,63.21,57.02,75.43,2025-09-10 19:52:45
836,4285887.98,8576064.00,2030383.15,6425615.95,1124536.39,3270696.41,39.98,80.00,18.94,10.49,59.94,60.19,37.49,2.32,1.05,0.6871,11716125.00,56.35,0.0,100.00,100.00,44.91,100.00,2025-09-10 19:52:45
837,2987258.65,13602023.99,1346147.04,18806466.00,2017240.93,15443078.03,15.09,68.71,6.80,10.19,95.00,61.46,36.76,1.78,1.01,0.9081,23213710.00,61.23,1.0,33.70,80.83,71.04,90.90,2025-09-10 19:52:45
838,1018000.00,1998000.00,711500.00,3820000.00,503000.00,2605500.00,20.36,39.96,14.23,10.06,76.40,49.65,49.68,0.67,1.28,0.6608,10523035.00,74.67,3.3,74.90,57.16,64.31,49.87,2025-09-10 19:52:45
839,3154313.03,2917958.40,1537764.08,13860302.40,1854362.56,10468175.76,21.62,20.00,10.54,12.71,95.00,43.85,48.36,7.79,1.60,0.7464,6198394.00,69.02,1.7,100.00,68.02,75.60,84.53,2025-09-10 19:52:45
840,229412.58,15439899.33,4146740.55,12169687.96,2071206.01,5951741.40,1.06,71.34,19.16,9.57,56.23,52.10,45.26,2.64,1.26,0.3391,10839237.00,32.43,4.1,82.31,100.00,48.02,77.96,2025-09-10 19:52:45
841,653332.67,7151977.45,1510070.21,6470524.29,641147.13,4319306.95,6.97,76.30,16.11,6.84,69.03,55.55,46.20,-1.75,1.07,0.5546,1000000.00,30.62,0.7,93.78,58.99,84.64,65.52,2025-09-10 19:52:45
842,115925.29,3352611.98,1027519.58,4444680.87,216701.25,3200460.04,1.76,50.90,15.60,3.29,67.48,47.57,53.76,-1.33,1.28,0.1446,7308843.00,30.65,2.7,100.00,93.76,62.24,91.61,2025-09-10 19:52:45
843,1469000.00,4000000.00,549000.00,4075000.00,634000.00,2892000.00,29.38,80.00,10.98,12.68,81.50,52.37,47.26,0.37,1.20,0.1199,3858430.00,95.00,0.0,100.00,90.88,63.20,83.41,2025-09-10 19:52:45
844,2165627.78,6341082.79,2801294.07,12287990.17,1050095.77,8436600.33,13.90,40.70,17.98,6.74,78.87,49.27,42.20,8.53,1.48,0.9449,18378122.00,46.32,1.8,71.17,56.54,63.21,69.78,2025-09-10 19:52:45
845,-127034.35,21722873.78,6008381.40,20473130.45,5160341.28,9304407.77,-0.37,63.27,17.50,15.03,59.63,45.63,53.80,0.57,1.37,0.5673,26466756.00,80.76,8.8,100.00,15.51,70.48,73.55,2025-09-10 19:52:45
846,1315253.93,3054112.29,2075472.59,8902311.82,1131818.08,5695021.15,13.91,32.30,21.95,11.97,94.15,62.10,36.97,0.93,0.97,0.2297,4860837.00,42.06,6.1,90.83,58.64,70.30,75.91,2025-09-10 19:52:45
847,8527456.99,8102576.97,4522101.49,19629457.29,459329.76,14648026.04,37.13,35.28,19.69,2.00,85.47,43.04,34.20,22.76,1.99,0.4882,21799831.00,50.67,7.8,79.85,100.00,66.83,77.22,2025-09-10 19:52:45
848,3498989.32,15352930.16,2402972.78,10303425.37,3214112.01,4686340.58,16.09,70.60,11.05,14.78,47.38,46.88,52.32,0.80,1.35,1.4139,13439710.00,31.49,0.5,53.83,57.12,81.73,71.25,2025-09-10 19:52:45
849,3608649.79,8327840.29,1309806.22,23085638.40,573495.86,21202336.32,14.85,34.27,5.39,2.36,95.00,46.92,44.80,8.28,1.53,0.6801,19356644.00,86.94,0.3,68.87,77.75,85.04,95.97,2025-09-10 19:52:45
850,4892603.69,4366387.69,890416.38,7468785.82,2609656.43,3968713.01,36.54,32.61,6.65,19.49,55.78,42.03,43.33,14.64,1.82,0.3987,9390560.00,95.00,0.0,56.26,56.62,35.24,71.91,2025-09-10 19:52:45
851,2559618.00,2822326.08,396840.00,5126379.12,703200.48,4026338.64,32.25,35.56,5.00,8.86,64.59,51.65,50.51,-2.16,1.15,0.1090,4355895.00,16.26,4.1,57.88,86.56,74.32,75.27,2025-09-10 19:52:45
852,4067626.34,4816512.82,811678.44,8772406.40,1299239.56,6661488.40,44.05,52.16,8.79,14.07,95.00,57.83,42.70,-0.53,1.04,0.4639,6470379.00,36.95,0.1,100.00,100.00,49.86,76.64,2025-09-10 19:52:45
853,1105216.79,5619252.90,2152202.98,11063814.00,1519818.66,7391792.36,9.49,48.25,18.48,13.05,95.00,37.84,48.21,13.95,1.90,0.3810,9186090.00,74.58,0.4,50.31,100.00,82.96,89.75,2025-09-10 19:52:45
854,5161923.40,5211432.00,4096185.55,22364860.43,938057.76,17330617.12,19.81,20.00,15.72,3.60,85.83,53.24,45.86,0.90,1.19,0.2940,31062825.00,38.60,3.8,75.28,81.77,65.36,83.86,2025-09-10 19:52:45
855,3976957.27,5361393.87,1774633.87,8902329.99,955358.45,6172337.67,28.64,38.61,12.78,6.88,64.11,60.21,39.19,0.60,1.01,0.6485,11857343.00,95.00,0.0,78.30,66.18,100.00,100.00,2025-09-10 19:52:45
856,2826000.00,2984000.00,793500.00,4750000.00,235000.00,3721500.00,56.52,59.68,15.87,4.70,95.00,34.90,57.02,8.08,1.83,1.0135,1793125.00,78.82,0.0,46.62,97.06,100.00,85.42,2025-09-10 19:52:45
857,-218500.00,2593500.00,610500.00,2000000.00,357500.00,1032000.00,-4.37,51.87,12.21,7.15,40.00,50.52,42.64,6.84,1.41,0.7198,7461415.00,82.21,0.0,46.92,75.48,86.18,58.23,2025-09-10 19:52:45
858,3597795.26,14553859.87,5264663.71,13485838.08,2202058.18,6019116.19,15.26,61.73,22.33,9.34,57.20,53.17,47.16,-0.33,1.16,0.9609,20733625.00,65.47,5.6,97.08,50.73,54.93,76.16,2025-09-10 19:52:45
