current_month,summary_year_month,total_sales_amount,weekday_sales_amount,weekend_sales_amount,lunch_sales_ratio,dinner_sales_ratio,transaction_count,weekday_transaction_count,weekend_transaction_count,mom_growth_rate,yoy_growth_rate,sales_cv,avg_transaction_value,weekday_avg_transaction_value,weekend_avg_transaction_value,cash_payment_ratio,card_payment_ratio,revisit_customer_sales_ratio,new_customer_ratio,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,electricity_usage_kwh,gas_usage_m3,water_usage_ton,energy_eff_appliance_ratio,participate_energy_eff_support,participate_high_eff_equip_support,food_waste_kg_per_day,recycle_waste_kg_per_day,yellow_umbrella_member,yellow_umbrella_months,yellow_umbrella_amount,employment_insurance_employees,customer_review_avg_rating,customer_review_positive_ratio,hygiene_certified,origin_price_violation_count
67,Feb.24,11244110.88,3369882.57,9717905.58,19.34,33.76,5209,3802,2423,-0.05,2.26,0.3891,35666.18,33333.88,37752.92,51.12,42.53,70.11,29.15,2835823.71,12878378.63,3575718.29,18510529.9,1474523.01,13460288.6,10.77,48.91,13.58,5.6,70.3,49.64,40.37,9.99,1.51,0.6231,11010151,45.92,2.8,94.96,100,54.67,67.13,4065.59,1283.67,2,49.68,0,0,7.73,2.66,0,0,0,0,3.64,68.98,0,0
67,Nov.23,3403704.39,17159617.43,5049208.93,19.84,33.94,3606,1824,526,-4.98,5.93,0.3848,37572.3,32623.53,39553.15,56.16,45.36,73.91,28.75,4678030.37,6806275,1641173.94,7036117.6,195610.72,5199332.94,47.83,69.59,16.78,2,71.94,47.51,50.4,2.09,1.36,0.7605,11174317,40.37,0,60.56,84.95,94.75,94.8,1688.73,685.44,13.36,45.28,0,0,7.77,2.04,0,0,0,0,4.11,42.21,0,0
67,Apr.24,7224162.63,19746295.91,1876580.48,20.16,35.03,6050,2353,2347,-1.25,-0.68,0.4682,34150.34,33492.18,38299.99,51.68,45.29,72.9,27.88,7566276.7,8331192.4,1899339.2,10848680.18,345334.4,8604006.58,43.82,48.25,11,2,62.83,41.45,42.45,16.1,1.87,0.4396,12578170,24.08,3.7,50.77,56.29,76.02,97.28,2342.48,1021.88,12.08,11.5,0,0,12.68,6.58,0,0,0,0,1.7,76.05,0,0
67,Feb.19,22751078.57,16954478.01,0,21.31,35.31,1416,2789,524,-0.71,2.99,0.4221,31904.25,33649.33,38965.19,46.36,44.05,72.33,26.86,7611443.63,10596136.51,953576,18117944,2881706.67,14282661.33,39.91,55.56,5,15.11,95,65.91,33.26,0.83,0.87,0.1,7473940,17.37,0,100,57.84,59.19,83.69,3639.51,567.82,23.23,34.88,0,0,11.64,6.66,1,113,787000,0,5,70.52,0,0
66,May.23,21179912.58,2254779.21,6074700.72,22.27,33.88,0,4213,1479,2.99,1.18,0.403,36842.44,33319.07,38493.99,51.25,47.59,71,26.82,6470696.13,7181514.7,2707260.73,7026577.54,1079829.2,3239487.61,54.71,60.72,22.89,9.13,59.41,57.45,46.16,-3.61,0.97,0.9545,12300928,85.67,0,86.82,91.69,20,89.24,1373.25,924.04,29.5,64.69,0,0,1.13,0.49,0,0,0,0,4.37,92.69,0,0
66,May.19,17752657.24,0,9122623.26,20.04,34.04,8183,1101,756,-0.73,2.29,0.4791,34677.06,33827.07,39429.08,48.77,43.67,73.08,28.44,4020079.49,9657004.93,4665991.55,6485287.54,724413.09,1094882.9,29.19,70.12,33.88,5.26,47.09,41.9,52.87,5.23,1.58,0.5365,7141774,95,7.4,95.97,64.24,75.28,96.75,3575.52,834.69,30.96,46.09,0,0,3.54,1.55,0,0,0,0,4.09,73.54,0,0
66,Mar.24,14015567.2,26323509.8,7513945.46,19.39,34.12,1651,7278,901,-1.26,-0.71,0.3932,35361.4,33279.49,38481.54,51.52,45,70.23,30.24,3581912.66,12577213.69,4755816.81,21718384.46,1164642.58,15797925.07,15.47,54.32,20.54,5.03,93.8,56.97,43.54,-0.51,1.06,0.6066,15050081,45.92,3,100,39.4,67.04,86.69,2499.62,928.97,27.97,5,1,0,14.17,4.16,1,44,113000,0,3.02,50.38,0,0
66,Mar.19,10573646.03,0,188769.78,19.88,34.77,1959,4588,0,-0.29,-10.92,0.4499,36662.79,33641.08,37670.88,50.46,47.15,73.85,27.05,1210500,1874500,933500,4750000,385000,3431500,24.21,37.49,18.67,7.7,95,47.63,49.48,2.89,1.38,0.8658,2097335,39.91,0,44.51,48.81,94.4,75.66,2678.68,1120.19,12.58,34.2,0,0,11.31,5.87,1,119,115000,0,3.64,98,0,0
66,Jan.18,11991361.37,17739603.21,3720945.07,20.17,35.88,11117,7797,973,-1.52,5.84,0.4901,35787.41,33062.04,37775.73,52.19,46.02,73.69,28.59,2000710.04,9397866.5,1271935.78,16974774.26,2852574.86,12850263.62,10.24,48.1,6.51,14.6,86.88,55.2,40.78,4.02,1.22,0.4927,24973053,95,3.4,47.67,100,96.09,46.54,1507.7,393.8,21.59,51.05,0,0,4.03,1.5,0,0,0,0,3.91,82.26,0,0
66,Mar.22,6134494.21,10586006.32,5182128.51,19.9,35.03,4345,0,2035,0.12,3.14,0.432,33320.12,33626.19,38480.92,51.14,45.07,74.43,26.33,-25086.58,3657359.53,1260930.81,5738225.45,925562.83,3551731.81,-0.19,27.7,9.55,7.01,43.46,53.99,48.64,-2.63,1.08,0.6975,6526248,95,4.4,65.1,98.88,90.22,99.35,2327.72,1046.66,11.2,40.87,0,0,8.07,4.04,0,0,0,0,3.54,42.15,0,0
66,Oct.22,0,0,6697647.42,21.97,33.82,8225,7674,0,0.92,-3.93,0.4665,30166.04,33458.76,38344.65,56.76,46.52,72.44,26.37,3744821.93,8420607.44,6135133.8,17296212.84,2409182.76,8751896.28,17.86,40.16,29.26,11.49,82.49,43.79,42.05,14.16,1.76,0.1582,10326126,60.68,2.5,83.39,78.62,64.1,50.51,3556.26,1089.52,26.02,33.77,0,0,17.66,8.96,0,0,0,0,5,69.53,0,0
66,Apr.24,4404379.5,32050876.27,672363.8,19.94,37.31,5058,3044,1142,0.11,-3.79,0.4348,27926.63,33904.55,38398.68,52.4,47.87,71.57,30.49,1262138.25,4360863.88,1188644.76,4896316.47,798679.28,2908992.43,16.83,58.15,15.85,10.65,65.29,42.55,46.98,10.47,1.7,0.5392,9543922,81.44,0,56.49,86.67,79.25,57.2,4082.01,974.79,14.07,12.88,0,0,7.13,1.98,1,139,217000,0,4.06,55.76,0,0
66,Mar.22,0,5061244.08,8218271.95,20,35.2,1712,3857,62,2.68,-2.07,0.4913,30861.96,34040.85,38664.35,49.84,46.81,75.75,24.21,7333688.7,14968246.68,4307445.19,22319486.09,1441665.3,16570375.6,29.25,59.7,17.18,5.75,89.02,56.74,47.56,-4.3,0.97,0.7396,20968420,92.49,3.2,83.04,80.14,91.12,67.05,2530.25,918.43,12.02,13.2,0,0,4.3,1.54,1,22,989000,0,3.34,60.06,0,0
66,Apr.23,16900445.63,0,7965952.37,20.24,35.89,7407,1549,858,-0.72,1.76,0.4984,38674.76,33265.74,38215.11,54.19,48.53,76.35,25.68,2914982.31,4812239.29,3085464.21,12269531.2,2355749.99,6828317,22.57,37.26,23.89,18.24,95,49.44,45.76,4.8,1.38,1.0297,6530207,95,3.6,100,84.29,79.84,82,2638.33,125.59,14.55,34.25,0,0,6.87,3.45,0,0,0,0,3.48,66.04,0,0
66,Nov.20,1440551.84,16567602.64,8134087.59,19.38,36.04,4071,0,2735,-4.27,7.51,0.4716,32659.17,32388.5,38364.83,49.32,41.9,72.42,24.53,6106854.89,11088521.3,1398684.53,17437668,1185761.42,14853222.05,33.27,60.41,7.62,6.46,95,49.6,43.17,7.23,1.44,0.7706,17280820,31.09,3.7,100,73.66,72.46,100,4362.68,812.53,8.68,5.58,0,0,7.67,2.07,0,0,0,0,4.87,77.9,0,0
66,Mar.20,12646721.64,10933855.21,1858293.59,21.14,36.91,10113,3618,2442,-4.81,-1.81,0.4028,42795.89,34316.24,38939.41,51.29,45.14,71.74,26.38,-128430.12,3703237.05,1531048.85,9606977.6,1172051.27,6903877.48,-1.27,36.62,15.14,11.59,95,49.95,50.93,-0.88,1.23,0.8864,14832011,62.18,0,63.18,92.02,85.68,63.3,2087.43,957.34,20.17,58.53,0,0,5.23,1.55,0,0,0,0,3.12,98,0,3
66,Jan.22,26036277.25,26556549.25,6544348.2,20.04,34.08,13382,0,1493,-0.62,-0.55,0.4213,33523.15,33328.78,38646.96,51.99,48.24,72.45,27.65,1133500,2668000,1066000,2223500,320500,837000,22.67,53.36,21.32,6.41,44.47,48.89,51.54,-0.43,1.27,0.8783,1365785,39.13,5.9,100,100,60.59,88.82,3493.63,834,2,19.34,0,0,8.41,3.38,0,0,0,1,4.59,74.53,0,0
66,Jun.24,24754472.87,15699443.06,8031631.42,16.41,36.5,9197,6038,512,-0.89,5.8,0.4513,36446.68,33184.83,39367.72,52.16,44.45,69.04,27.63,1220500,1615500,1066000,3852500,300500,2486000,24.41,32.31,21.32,6.01,77.05,47.68,46.38,5.94,1.46,0.8041,2216605,78.12,2.6,56.95,54.62,51.63,81.2,3583.09,845.92,19.14,6.27,0,0,9.66,3.33,0,0,0,0,4.94,75.12,0,0
66,Aug.24,8177346.08,13907556.22,7511569.72,22.44,36.1,4478,3081,3201,-3.48,-0.6,0.4038,37160.48,33074.82,40023.02,52.36,45.2,72.63,26.93,5425526.67,4960343.08,2175702.42,10565159.25,2086865.27,6302591.56,33.59,30.71,13.47,12.92,65.41,56.48,42.93,0.59,1.1,0.9187,14700876,10,0,99.35,100,55.78,67.62,1124.27,1339.63,2,44.68,0,0,7.83,3.63,1,84,500000,0,3.86,35.27,0,0
66,Apr.19,32681384.2,28513593.64,3290230.65,19.66,35.37,8874,4293,826,-0.92,-9.58,0.4869,36099.57,33823.3,39057.42,53.94,48.01,73.26,26.91,2495500,2013000,935000,4179000,100000,3144000,49.91,40.26,18.7,2,83.58,48.88,41.41,9.71,1.52,0.1,1000000,12.73,2.7,100,77.47,53.97,100,3789.57,585.86,3.56,28.89,0,0,3.32,1.49,1,10,595000,0,4.72,96.19,0,0
66,Jul.18,22639403.68,2842345.63,1770563.55,20.07,37.02,4696,3387,1164,1.56,1.7,0.3674,31014.45,33673.61,38988.84,54.28,43.92,72.92,28.35,2338634.83,3651490.32,295954.8,5417748.57,584806.68,4536987.09,39.51,61.69,5,9.88,91.53,51,32.71,16.29,1.63,0.6371,1000000,72.98,0,94.07,52.57,35.18,89.03,3011.22,765.32,6.21,19.16,0,0,7.13,1.71,1,99,859000,0,4.97,78.37,0,0
66,Jul.24,22239152.93,5466274.48,7819267.33,18.12,31.55,9998,1285,965,1.22,-4.42,0.4367,34261.23,32673.91,38184.99,55.12,43.04,73.34,27.33,5204421.68,6885157,2277028.36,11463245.68,573763.08,8612454.24,34.65,45.84,15.16,3.82,76.32,38.95,47.59,13.46,1.86,0.9312,16954652,72.33,0,70.33,71.63,20,49.89,2769.89,928.43,24.96,27.43,0,0,8.22,2.87,0,0,0,0,3.32,81.49,0,0
66,Feb.20,5645162.93,16050062.66,7923530.51,20.39,31.91,10831,1666,115,-0.15,-2.41,0.3811,32409.55,34222.01,38641.61,52.55,43.22,73.48,28.44,2946129.43,11802945.44,2040868.4,21525863.6,3604919.91,15880075.29,12.79,51.24,8.86,15.65,93.45,47.95,40.55,11.5,1.59,0.7108,20330134,70.59,4.6,72.5,47.78,33.84,61.59,1901.45,1308.86,10.89,37.09,0,0,6.96,3.17,0,0,0,0,2.67,71.83,0,0
66,Feb.24,6871276.71,25540210.16,6961358.12,19.22,34.14,7509,4790,0,0.15,0.82,0.4156,33917.11,33377.96,38690.93,51.94,46.9,71.72,25.59,1321500,3259000,808000,4750000,793500,3148500,26.43,65.18,16.16,15.87,95,49.98,47.42,2.6,1.32,0.957,1000000,95,0,92.43,100,87.69,89.76,1606.63,1077.94,18.8,38.13,0,1,9.44,3.39,0,0,0,0,3.27,64.88,0,0
66,Mar.20,14822997.93,0,6910811.08,18.47,34.45,5993,4422,1196,0.37,-3.87,0.4432,37947.91,32937.4,38637.65,50.37,47.44,74.49,26.06,614500,1889000,491500,2000000,720500,788000,12.29,37.78,9.83,14.41,40,42.55,52.65,4.8,1.56,0.927,10096390,95,1.3,100,39.47,57.73,84.24,3669.7,396.23,24.53,29.12,0,0,10.12,4.06,1,114,71000,0,2.79,61.34,0,0
66,May.20,16991744.43,26856942.62,1024537.61,20.81,35.72,7299,1581,620,-3.05,2.33,0.4113,39575.04,33811.09,38538.48,48.63,45.2,73.07,29.97,3225610.1,12685661.13,2228099.55,13026314.25,325983.84,10472230.86,19.79,77.83,13.67,2,79.92,45.56,50.04,4.4,1.47,0.6111,7472564,95,0.9,100,80.72,95.43,86.12,1698.43,745.5,22.53,27.53,0,0,14.73,4.04,0,0,0,0,2.68,80.69,0,0
66,Jul.20,15351861.87,2673946.14,1070097.65,20.68,33.45,4237,2163,1632,-3.11,1.11,0.4851,28022.29,33602.05,39536.4,51.05,43.89,71.55,29.47,6479851.24,14638494.77,2993128.81,20352128,2921385.55,14437613.64,22.58,51.01,10.43,10.18,70.92,45.57,47.31,7.12,1.54,0.8,21813773,27.81,5.6,98.51,31.92,65.56,91,3047.05,766.85,3.98,14.5,0,0,9.95,3.89,0,0,0,2,4.65,98,0,0
65,Feb.22,15423013.24,10363479.45,8873533.17,22.06,35.98,5441,3110,237,3.63,-0.41,0.454,28916.28,33760.74,37962.86,53.96,44.77,73.15,27.5,2907077.92,2806507.8,1439785.78,7425856.33,960143.71,5025926.84,33.82,32.65,16.75,11.17,86.39,55.02,39.46,5.52,1.26,0.5795,1000000,95,4.5,74.3,57.69,68.03,64.33,2600.59,720.7,23.15,5,0,0,2.22,0.76,1,159,843000,0,4.28,60.58,0,0
65,Jul.18,4709069.85,8387712.21,8070471.17,17.94,33.86,7970,1585,2591,2.68,-9.27,0.4392,36692.6,33914.23,38937.42,49.74,43.29,70.49,23.61,2318369.22,2864227.03,2010637.31,5054374.62,122115.84,2921621.47,37.97,46.91,32.93,2,82.78,55.04,44.65,0.31,1.13,0.6809,8774604,47.56,5,100,83.52,58.11,44.24,2653.28,595.08,15.88,10.45,0,0,7.02,2.68,0,0,0,0,2.31,64.56,0,0
65,Oct.19,15926765.74,23913995.33,3451828.8,19.69,32.58,5004,1761,842,4.15,0.09,0.5315,32900.99,33198.18,37934.97,51.23,48.06,72.61,27.22,1280964.69,3307526.56,2937992.4,6626805.08,808274.35,2880538.33,9.81,25.33,22.5,6.19,50.75,57.4,44.47,-1.87,1.02,0.6083,7310008,56.48,1.7,78.11,90.41,50.5,89.25,3323.17,890.93,11.55,43.52,0,0,12.38,5.31,0,0,0,0,3.71,66.21,0,0
65,Jan.21,11201134.88,7287184.53,2458566.27,20.13,33.33,9781,4242,1775,-1.02,7.71,0.3977,32769.34,33459.26,38312.1,51.95,44.92,73.07,27.84,470189.38,3181046.73,733355.08,2856726.33,447632.32,1675738.93,9.38,63.46,14.63,8.93,56.99,49.29,53.36,-2.65,1.2,0.5623,3482355,12.62,0,50.97,99.77,53.9,100,3073.18,954.4,25.86,14.92,0,0,3.48,2.26,1,139,844000,0,4.2,98,0,0
65,May.20,25225779.41,24516010.64,4217210.43,20.58,33.13,3797,6194,2173,-6.93,4.69,0.4764,32408.63,33456.08,37798.15,53.35,44.14,70.81,24.64,833000,2277500,454000,3218000,429500,2334500,16.66,45.55,9.08,8.59,64.36,56.95,33.89,9.16,1.31,0.249,5897210,77.9,0,99.86,68.93,66.64,67.85,2418.86,781.28,6.62,6.39,0,0,1.17,0.4,0,0,0,0,3.18,98,0,0
65,Nov.21,14122946.33,10495973.59,10153025.96,19.34,35.4,5317,3982,1861,-0.94,-0.68,0.4776,31629.97,33366.58,39959.25,52.17,44.8,72.49,29.95,722591.45,6752753.18,3999951.85,7339291.85,1711241.68,1628098.32,4.78,44.67,26.46,11.32,48.55,49.16,51.53,-0.69,1.25,0.1995,9842922,62.06,1.2,76.49,78.38,55.46,79.88,2153.78,615.85,14.25,16.07,0,0,16.32,10.78,1,78,546000,0,4.14,74.96,0,0
65,Oct.24,23888276.59,17030537.13,3926033.49,20.4,35.47,6369,1164,1229,-4.46,-2.77,0.5076,27375.16,33185.21,38674.91,52.31,46.12,70.79,29.6,1059000,2417500,540500,3798000,487000,2770500,21.18,48.35,10.81,9.74,75.96,51,38.11,10.89,1.5,0.1,12827460,92.11,6.7,100,64.88,95.93,85.74,2461.59,1140.87,3.78,5,0,0,5.01,2.09,1,194,157000,0,4.48,52.04,0,2
65,Aug.25,20344663.85,22239559.73,4055230.36,22.26,34.93,10737,10344,1279,0.64,-1.52,0.4836,33216.35,33183.14,38682.87,50.62,45.46,70.8,24.76,5280019.92,2893161.6,2369499.35,5786323.2,1449473.96,1967349.89,36.5,20,16.38,10.02,40,54.59,47.73,-2.32,1.08,1.1733,12781151,86.49,0.9,100,80.36,90.29,100,3445.72,1147.42,24.56,5,0,0,1.45,0.76,0,0,0,0,4.3,98,0,1
65,Jul.25,12832767.92,8881069.23,4371305.59,19.72,35.3,0,1177,877,0.91,3.71,0.4454,34540.69,33550.51,38592.64,52.35,44.25,74.42,28.33,5924950.12,15684844.8,980302.8,13296827.18,3276171.96,9040352.42,30.22,80,5,16.71,67.82,55.57,45.37,-0.94,1.09,0.8988,16901657,95,5.9,69.91,90.78,45.48,74.35,501.92,998.34,17.96,28.7,1,0,10.1,1.38,0,0,0,0,4.21,57.07,0,0
65,Aug.18,793694.5,11687081.77,2545370.63,22.16,36.12,7006,3816,1273,2.42,-5.34,0.4077,37897.74,33246.88,39678.24,53.31,44.5,75.63,27.05,1229175.98,7303925.92,623947.2,9679916.86,1285331.23,7770638.43,9.85,58.53,5,10.3,77.57,51.73,36.93,11.34,1.49,0.4485,14322103,74.4,1.3,57.78,38.78,56.14,100,2558.25,952.44,17.23,84.95,0,0,8.46,2.59,0,0,0,0,3.36,93.17,0,0
65,Jan.21,7328501.82,0,8569780.4,19.2,33.65,5846,3642,1067,-0.38,-3.05,0.4329,33330.85,32944.62,39057.34,53.11,49.48,72.42,29.7,2160599.49,2559952,639988,9740617.36,921582.72,8179046.64,16.88,20,5,7.2,76.1,46.68,53.01,0.31,1.34,0.4258,4096670,38.57,0,97.61,100,76.97,63.18,3057.05,426.08,18.55,46.29,0,0,9.59,4.07,0,0,0,0,3.56,77.41,0,0
65,Oct.22,14527691.39,0,5178668.35,20.12,36.91,8200,5904,1150,-2.88,-2.87,0.4643,37277.47,33344.2,39123.68,52.07,44.49,70.38,27.22,-987001.86,2271580.8,1818400.43,9221482.26,1302751.59,6100330.24,-8.69,20,16.01,11.47,81.19,49.94,48,2.06,1.3,1.1402,12895953,39.69,0,67.65,100,53.66,95.7,2984.79,664.73,22.3,56.85,0,0,10.88,3.98,0,0,0,0,5,72.38,0,0
65,Mar.19,5170043.09,23061344.46,5315555.12,21.98,33.67,4422,2035,33,2.06,-2.89,0.4115,34582.06,34439.17,39083.91,51.62,45.31,73.15,26.36,2841663.36,20616382.26,3958849.56,23183045.94,3523433.4,15700762.98,9.92,71.97,13.82,12.3,80.93,41.9,53.46,4.64,1.57,0.3029,22439680,66.67,1.7,100,57.04,52.41,40.6,2114.87,649.36,14.38,56.34,0,0,8.28,2.51,0,0,0,0,5,91.01,0,0
65,May.23,0,5066480.4,3620238.41,18.68,34.7,0,1239,1470,2.33,-4.36,0.4309,37522.04,33698.5,38807.92,52.42,46.38,73.01,28.84,1326000,2757500,250000,4750000,738000,3762000,26.52,55.15,5,14.76,95,51.51,48.47,0.02,1.21,0.1,1000000,95,3.7,61.01,96.95,100,64.04,1949.03,989.57,17.28,47.3,0,0,1,0.55,0,0,0,0,3.74,58.02,0,0
65,Mar.24,25136436.96,23256738.59,6282010.82,17.4,35.85,11976,5181,2244,-2.9,5.16,0.4501,38337.68,33045.51,38424.16,52.17,46.55,74.82,29.08,-651259.66,4248950.24,1242544.99,6139679.28,343699.02,4553435.27,-8.47,55.26,16.16,4.47,79.85,50.88,52.53,-3.41,1.14,0.9946,2240997,77.26,4.4,64.12,15.88,81.17,95.46,2486.62,955.96,18.47,13.91,0,0,9.37,3.15,0,0,0,0,3.56,88.17,0,0
65,Oct.24,6764865.48,32864578.73,6490398.3,20,38.39,1313,5221,1778,4.93,-0.61,0.4143,39383.19,32817.71,38978.22,48.78,44.09,69.93,26.6,1264763.44,5445198.34,3411876.59,7461731.2,373086.56,3676768.05,6.78,29.19,18.29,2,40,53.19,44.37,2.44,1.23,0.3477,20173341,72.03,0.3,98.16,63.21,57.02,75.43,1504.42,516.83,10.82,21.54,0,0,11.81,4.31,1,11,776000,0,4.57,85.65,0,0
65,Jul.21,29316210.85,5271705.73,1735940.82,21.74,34.52,833,6535,1630,4.37,-2.15,0.5159,36999.4,33554.31,38582.77,56.94,49.28,70.01,24.69,4285887.98,8576064,2030383.15,6425615.95,1124536.39,3270696.41,39.98,80,18.94,10.49,59.94,60.19,37.49,2.32,1.05,0.6871,11716125,56.35,0,100,100,44.91,100,1867.28,709.6,2,5,0,0,10.99,5.55,0,0,0,0,4.43,75.4,0,0
65,Jan.22,2157182.04,2010621.55,4323839.9,17.66,34.9,0,4201,1848,0.68,2.63,0.4624,38700.28,33066.43,38929.86,54.78,45.85,70.07,27.36,2987258.65,13602023.99,1346147.04,18806466,2017240.93,15443078.03,15.09,68.71,6.8,10.19,95,61.46,36.76,1.78,1.01,0.9081,23213710,61.23,1,33.7,80.83,71.04,90.9,3087.1,516.28,14.14,42.44,0,0,8.49,3.71,0,0,0,0,4.74,74.43,0,0
65,Feb.25,2664681.18,12377785.52,1959119.82,21.63,35.84,6816,4168,316,-2.49,3.17,0.5067,31560.8,32970.13,38156.16,53.86,46.24,70.41,27.28,1018000,1998000,711500,3820000,503000,2605500,20.36,39.96,14.23,10.06,76.4,49.65,49.68,0.67,1.28,0.6608,10523035,74.67,3.3,74.9,57.16,64.31,49.87,2868.82,1154.09,15.48,34.55,0,0,17.9,5.83,1,175,92000,0,5,66.18,0,0
65,Aug.20,12097660.47,10203884,4451572.16,19.38,37.31,4129,2730,2257,1.53,-3.76,0.3604,34533.19,33708.73,38662.69,49.47,46.34,70.77,27.57,3154313.03,2917958.4,1537764.08,13860302.4,1854362.56,10468175.76,21.62,20,10.54,12.71,95,43.85,48.36,7.79,1.6,0.7464,6198394,69.02,1.7,100,68.02,75.6,84.53,2703.74,293.7,21.9,47.86,0,0,3.03,1.44,0,0,0,0,4.51,83.24,0,0
64,Feb.24,9263386.67,0,7533821.93,20.26,32.66,3487,6682,892,3.67,1.75,0.4539,33632.13,33723.73,38681.61,51.55,47.22,71.2,24.92,229412.58,15439899.33,4146740.55,12169687.96,2071206.01,5951741.4,1.06,71.34,19.16,9.57,56.23,52.1,45.26,2.64,1.26,0.3391,10839237,32.43,4.1,82.31,100,48.02,77.96,1936.41,839.47,22.11,41.47,0,0,11.89,5.27,0,0,0,0,4.65,91.38,0,0
64,Oct.24,6489634.33,17284853.3,1958366.57,19.07,32.87,5642,7700,1861,-0.5,-1.79,0.4494,38039.39,34497.28,39133.67,46.34,42.12,73.25,26.83,653332.67,7151977.45,1510070.21,6470524.29,641147.13,4319306.95,6.97,76.3,16.11,6.84,69.03,55.55,46.2,-1.75,1.07,0.5546,1000000,30.62,0.7,93.78,58.99,84.64,65.52,2620.66,594.77,11.96,33.29,0,0,8.67,2.85,0,0,0,0,3.38,98,0,0
64,Dec.21,4075726.99,13710249.1,3798162.95,18.09,33.95,7816,5444,0,-4.95,-3.04,0.5139,35533.52,32641.93,39101.78,52.88,48.8,71.38,27.45,115925.29,3352611.98,1027519.58,4444680.87,216701.25,3200460.04,1.76,50.9,15.6,3.29,67.48,47.57,53.76,-1.33,1.28,0.1446,7308843,30.65,2.7,100,93.76,62.24,91.61,2166.83,1749.75,12.14,5,0,0,6.23,2.32,0,0,0,0,4.25,98,0,0
64,Jun.22,23742454.23,10376807.34,1966455.05,20.65,34.33,841,6724,1812,0.74,3.82,0.4272,34934.9,33541.55,38224.03,52.78,49.43,71.44,26.11,1469000,4000000,549000,4075000,634000,2892000,29.38,80,10.98,12.68,81.5,52.37,47.26,0.37,1.2,0.1199,3858430,95,0,100,90.88,63.2,83.41,3286.22,952.16,10.38,76.98,0,0,11.84,6.79,1,151,437000,0,5,98,0,0
64,May.25,19736963.38,4856055.19,1903858.66,20.1,36.79,7945,3617,1500,6.52,4.79,0.4788,33144.32,33504.6,39262.3,51.33,47.44,71.68,23.39,2165627.78,6341082.79,2801294.07,12287990.17,1050095.77,8436600.33,13.9,40.7,17.98,6.74,78.87,49.27,42.2,8.53,1.48,0.9449,18378122,46.32,1.8,71.17,56.54,63.21,69.78,2449.13,739.71,3,62.03,0,0,11.65,6.03,0,0,0,0,4.35,68.64,0,0
64,Oct.18,17803497.7,9933905.97,2559586.65,19.43,35.02,4858,2685,1453,-1.1,5.38,0.4247,28058.49,34104.9,38915.74,52.3,44.04,73.56,28.54,-127034.35,21722873.78,6008381.4,20473130.45,5160341.28,9304407.77,-0.37,63.27,17.5,15.03,59.63,45.63,53.8,0.57,1.37,0.5673,26466756,80.76,8.8,100,15.51,70.48,73.55,1929.28,991.82,25.2,5,0,0,7.44,2.63,0,0,0,0,3.7,51.79,0,0
64,Sep.21,21103712.84,33461003.98,4949782.16,19.98,34.04,0,0,1289,1.72,0.5,0.4312,36006.43,33354.79,39700.99,54.64,44.8,74.47,26.99,1315253.93,3054112.29,2075472.59,8902311.82,1131818.08,5695021.15,13.91,32.3,21.95,11.97,94.15,62.1,36.97,0.93,0.97,0.2297,4860837,42.06,6.1,90.83,58.64,70.3,75.91,2844.15,599.11,16.15,5,0,0,12.64,3.81,0,0,0,0,3.4,98,0,0
64,Oct.24,17405279.12,18068444.94,5084862.85,20.28,37.8,5918,0,576,1.55,0.45,0.3609,32197.76,33251.16,39298.51,52.54,47,71.77,29.18,8527456.99,8102576.97,4522101.49,19629457.29,459329.76,14648026.04,37.13,35.28,19.69,2,85.47,43.04,34.2,22.76,1.99,0.4882,21799831,50.67,7.8,79.85,100,66.83,77.22,3867.14,834.13,15.03,54.58,0,0,7.15,3.38,1,43,328000,0,3.78,60.61,0,0
64,Feb.21,11126623.54,15527482.09,1359135.86,21.78,33.96,13355,788,988,3.11,1.16,0.4589,28723.01,33031.71,38460.68,44.3,40.66,72.16,28.9,3498989.32,15352930.16,2402972.78,10303425.37,3214112.01,4686340.58,16.09,70.6,11.05,14.78,47.38,46.88,52.32,0.8,1.35,1.4139,13439710,31.49,0.5,53.83,57.12,81.73,71.25,2817.65,803.86,23.96,28.04,1,0,8.95,4.39,0,0,0,0,4.13,67.03,0,0
64,Sep.24,9477607.8,7908425.93,7370398.38,17.77,33.39,8929,3719,1468,8.58,3.62,0.5394,28130.26,32765.08,38645.01,51.51,43.06,73.45,29.45,3608649.79,8327840.29,1309806.22,23085638.4,573495.86,21202336.32,14.85,34.27,5.39,2.36,95,46.92,44.8,8.28,1.53,0.6801,19356644,86.94,0.3,68.87,77.75,85.04,95.97,1747.28,130.48,19.79,48.29,0,0,3.13,0.62,0,0,0,0,3.45,57.34,0,0
